Bedroom,Bathroom,Furnishing,Area,Building Age,Parking,Distance to Metro,Projected 10Y Rent,Price,Address
3,3,Unfurnished,1405,10,1,0.521884432,3057331,9000000,Gurgaon
2,2,Unfurnished,500,30,1,0.66570762,3126296,7500000,Gurgaon
3,3,Unfurnished,2700,29,1,0.670610376,8368480,27500000,Gurgaon
2,2,Semi-Furnished,518,27,1,0.632587292,2733164,7000000,Gurgaon
5,3,Unfurnished,5808,2,1,0.499019923,26260971,65000000,Gurgaon
4,4,Semi-Furnished,3276,21,1,0.554280062,6931935,25000000,Gurgaon
3,2,Semi-Furnished,1619,4,1,0.553464454,6518477,18500000,Gurgaon
5,5,Semi-Furnished,2691,27,1,0.705026905,16447735,55000000,Gurgaon
5,1,Unfurnished,4305,29,2,0.690360235,22425803,80000000,Gurgaon
3,4,Semi-Furnished,2013,23,1,0.563947051,15737554,30000000,Gurgaon
3,3,Semi-Furnished,1712,24,2,0.69406222,4392278,12600000,Gurgaon
3,3,Semi-Furnished,729,3,1,0.63654435,2958092,6200000,Gurgaon
2,2,Furnished,1312,28,1,0.795594597,1554493,4700000,Gurgaon
4,3,Semi-Furnished,3600,10,1,0.635655187,7180987,16200000,Gurgaon
3,3,Semi-Furnished,1124,25,1,0.732181525,2552132,5500000,Gurgaon
3,3,Furnished,1900,29,3,0.641388383,5257946,12500000,Gurgaon
4,4,Furnished,4500,2,3,0.672445075,13577580,35000000,Gurgaon
4,4,Furnished,3000,8,2,0.528325374,8932409,24000000,Gurgaon
3,2,Unfurnished,1720,30,1,0.737672836,3733622,10500000,Gurgaon
4,4,Unfurnished,2040,19,2,1.331034762,5849527,11500000,Gurgaon
3,3,Furnished,2285,4,1,1.310931529,6273544,13000000,Gurgaon
4,4,Semi-Furnished,4000,1,2,1.077641406,12691302,24500000,Gurgaon
3,4,Semi-Furnished,1750,1,3,3.048593197,4149356,14000000,Gurgaon
3,3,Furnished,1752,25,1,3.048593197,4517213,9900000,Gurgaon
4,4,Semi-Furnished,2700,9,3,1.886316281,15073832,29500000,Gurgaon
2,2,Unfurnished,1020,20,1,3.048593197,2911513,9350000,Gurgaon
3,3,Semi-Furnished,2000,5,1,3.048593197,4498325,16000000,Gurgaon
3,3,Furnished,2286,1,1,3.048593197,8032273,17500000,Gurgaon
4,4,Furnished,4500,27,1,3.048593197,14526965,35000000,Gurgaon
3,3,Semi-Furnished,2300,28,2,0.631564673,7768565,16000000,Gurgaon
2,2,Unfurnished,994,27,1,0.460896749,3004621,10000000,Gurgaon
3,3,Semi-Furnished,1470,14,1,0.699573339,7335545,15500000,Gurgaon
3,2,Semi-Furnished,1600,13,1,1.216664328,5226673,16500000,Gurgaon
3,3,Semi-Furnished,2000,6,1,0.567290242,7668955,25000000,Gurgaon
5,4,Unfurnished,4000,21,1,0.432446083,7979893,26000000,Gurgaon
3,3,Semi-Furnished,1800,28,1,0.42103705,8131962,17000000,Gurgaon
3,3,Semi-Furnished,1450,18,1,0.050382226,7901504,18000000,Gurgaon
4,4,Semi-Furnished,2400,23,2,0.649139606,9836854,24500000,Gurgaon
3,3,Semi-Furnished,2000,4,1,0.809012809,8059709,22500000,Gurgaon
3,3,Furnished,1700,5,1,0.275064206,7422898,15000000,Gurgaon
6,4,Furnished,5000,2,3,0.809012809,22024240,60000000,Gurgaon
3,2,Unfurnished,1600,7,1,0.84385663,4166295,8700000,Gurgaon
2,2,Semi-Furnished,900,28,1,0.660421946,3035030,8000000,Gurgaon
3,3,Furnished,1750,27,2,1.006558048,2177906,6000000,Gurgaon
3,3,Furnished,1675,13,2,0.275064206,5783784,15000000,Gurgaon
3,2,Unfurnished,1200,30,1,0.493564087,1715319,5000000,Gurgaon
2,2,Semi-Furnished,625,8,1,0.809012809,1750650,3800000,Gurgaon
3,4,Semi-Furnished,2387,9,3,0.275064206,9230084,23300000,Gurgaon
4,4,Semi-Furnished,2100,4,1,0.809012809,5359709,16500000,Gurgaon
2,2,Semi-Furnished,1025,24,1,0.482342875,4556898,9100000,Gurgaon
4,4,Semi-Furnished,2500,15,1,0.809012809,5472235,15000000,Gurgaon
5,4,Semi-Furnished,3700,20,2,0.482342875,15909988,39100000,Gurgaon
3,3,Unfurnished,2520,21,1,0.482342875,23872377,47500000,Hauz Khas
3,4,Unfurnished,1700,21,2,0.247417545,19267873,45000000,Hauz Khas
3,3,Semi-Furnished,1800,20,2,0.247417545,12807795,43500000,Hauz Khas
5,4,Semi-Furnished,6000,28,3,0.84385663,92046705,180000000,Hauz Khas
4,4,Semi-Furnished,1800,27,2,0.84385663,34327177,80000000,Hauz Khas
3,3,Unfurnished,2000,25,2,0.660421946,13196337,37500000,Hauz Khas
4,4,Unfurnished,2066,19,2,0.482342875,18019813,60000000,Hauz Khas
3,3,Semi-Furnished,2050,28,2,0.482342875,33578282,71000000,Hauz Khas
3,3,Unfurnished,1100,10,2,0.849032073,7900923,18500000,Hauz Khas
4,4,Semi-Furnished,4500,17,2,0.895652552,28297130,70000000,Hauz Khas
4,4,Semi-Furnished,4500,28,2,0.299753702,42437116,85000000,Hauz Khas
4,4,Unfurnished,6500,16,3,0.814372756,89585505,190000000,Hauz Khas
4,4,Semi-Furnished,4350,22,2,1.012888679,40985974,135000000,Hauz Khas
3,3,Unfurnished,1750,5,2,0.809012809,12102677,35000000,Hauz Khas
4,4,Semi-Furnished,3600,27,2,0.809012809,21392903,65000000,Hauz Khas
2,2,Furnished,1200,19,1,0.809012809,12642629,27500000,Hauz Khas
3,4,Unfurnished,1500,17,2,0.269444377,12260501,45000000,Hauz Khas
4,4,Unfurnished,2250,20,3,0.684494167,41384788,100000000,Hauz Khas
3,4,Semi-Furnished,1800,27,2,1.990471337,21836770,47000000,Hauz Khas
3,4,Semi-Furnished,1600,1,2,1.012888679,13605494,27500000,Hauz Khas
4,4,Semi-Furnished,2800,10,3,0.489947715,24765586,70000000,Hauz Khas
3,3,Semi-Furnished,1700,27,1,0.482342875,17524101,36500000,Hauz Khas
4,4,Unfurnished,2400,20,1,1.012888679,19030711,65000000,Hauz Khas
3,4,Unfurnished,1980,14,1,0.809012809,17036396,35000000,Hauz Khas
4,4,Semi-Furnished,2100,4,1,0.814372756,16644540,56000000,Hauz Khas
4,4,Unfurnished,5400,25,2,0.584131493,40518185,110000000,Hauz Khas
3,3,Semi-Furnished,1250,22,1,0.731537617,11371095,24000000,Hauz Khas
4,4,Semi-Furnished,2300,6,1,0.482342875,31071492,102500000,Hauz Khas
4,4,Semi-Furnished,2700,5,2,0.32139638,32405021,100000000,Hauz Khas
3,3,Semi-Furnished,1450,22,1,1.012888679,20430592,45000000,Hauz Khas
3,3,Semi-Furnished,500,17,1,0.423949762,10202151,22500000,Janakpuri
3,3,Semi-Furnished,1350,21,1,0.423949762,12978978,30000000,Janakpuri
3,3,Unfurnished,1250,4,1,0.973293654,10940517,24500000,Janakpuri
3,3,Unfurnished,1250,25,1,0.19362119,8621757,21200000,Janakpuri
3,3,Unfurnished,2925,30,1,0.737589838,9899824,30000000,Janakpuri
2,2,Unfurnished,774,14,1,0.66444018,3902215,11000000,Janakpuri
4,4,Unfurnished,1447,7,1,0.652785742,7787198,25000000,Janakpuri
3,3,Semi-Furnished,500,30,1,0.887002009,2263940,4500000,Janakpuri
5,5,Semi-Furnished,2700,10,1,0.682285873,39653688,95000000,Janakpuri
2,2,Semi-Furnished,729,16,1,0.768307957,1772576,4800000,Janakpuri
5,4,Furnished,2900,4,1,0.819292405,19655806,51000000,Janakpuri
3,2,Semi-Furnished,800,18,1,0.652701312,2258673,4400000,Janakpuri
4,3,Unfurnished,990,6,1,0.702326385,2189100,7200000,Janakpuri
3,2,Semi-Furnished,1100,14,1,0.683328805,3136165,7500000,Janakpuri
3,2,Unfurnished,1100,28,1,0.660894453,2580345,6500000,Janakpuri
2,2,Semi-Furnished,527,16,1,0.735069572,1486817,3500000,Janakpuri
2,2,Semi-Furnished,1000,23,1,2.305934038,1744535,6500000,Janakpuri
3,2,Semi-Furnished,1000,8,1,0.657956083,3059834,6200000,Janakpuri
1,1,Semi-Furnished,500,17,1,1.048391601,1273342,2500000,Janakpuri
2,2,Semi-Furnished,600,19,1,0.520601541,1237781,3000000,Janakpuri
3,2,Furnished,950,24,1,0.743643064,2683584,6000000,Janakpuri
3,2,Unfurnished,855,4,1,0.423949762,2432646,4800000,Janakpuri
2,2,Semi-Furnished,770,1,1,0.813403646,1705709,3790000,Janakpuri
3,2,Semi-Furnished,810,25,1,0.860933085,1276075,4200000,Janakpuri
2,2,Unfurnished,710,5,1,0.860933085,1205050,2900000,Janakpuri
3,2,Unfurnished,950,24,1,0.734031141,2117778,5000000,Janakpuri
1,1,Semi-Furnished,500,11,1,0.702642243,788389,2100000,Janakpuri
2,2,Semi-Furnished,500,24,1,0.697819031,1464813,3200000,Janakpuri
2,1,Semi-Furnished,600,21,1,0.694547697,1529789,3000000,Janakpuri
1,1,Unfurnished,500,14,1,0.811019364,1167504,2300000,Janakpuri
3,2,Semi-Furnished,900,5,1,0.811019364,2256539,5900000,Janakpuri
3,2,Semi-Furnished,945,15,1,0.973293654,1614069,5500000,Janakpuri
2,2,Unfurnished,565,24,1,0.811019364,1831324,3500000,Janakpuri
2,1,Semi-Furnished,500,25,1,0.81827171,824096,1700000,Janakpuri
1,1,Unfurnished,500,1,1,0.973293654,548486,1850000,Janakpuri
2,2,Unfurnished,550,21,1,0.811019364,1164638,2300000,Janakpuri
3,2,Furnished,810,3,1,0.811019364,1873150,3800000,Janakpuri
3,2,Semi-Furnished,720,26,1,0.811019364,1801754,4500000,Janakpuri
2,1,Semi-Furnished,500,16,1,0.973293654,922868,2200000,Janakpuri
3,2,Semi-Furnished,820,4,1,0.811019364,1917756,5200000,Janakpuri
2,2,Semi-Furnished,500,7,1,0.811019364,611714,2200000,Janakpuri
3,3,Unfurnished,1300,8,1,0.827185658,8095522,23000000,Janakpuri
2,2,Unfurnished,720,5,1,0.811019364,4752608,10000000,Janakpuri
3,2,Unfurnished,1400,12,1,0.811019364,3972554,15000000,Janakpuri
3,3,Unfurnished,1180,24,1,0.811019364,9667118,27500000,Janakpuri
2,2,Unfurnished,1200,15,1,0.811019364,5528692,15000000,Janakpuri
2,2,Unfurnished,1000,5,1,0.811019364,6484510,16000000,Janakpuri
2,2,Furnished,720,14,1,0.811019364,5567149,11000000,Janakpuri
3,3,Semi-Furnished,500,26,1,0.811019364,10292628,29000000,Janakpuri
3,3,Semi-Furnished,1000,3,1,0.811019364,2769610,7800000,Janakpuri
3,2,Semi-Furnished,1300,6,1,1.299533941,7786560,17000000,Janakpuri
5,4,Furnished,2900,6,1,3.048593197,19524214,51000000,Janakpuri
3,3,Unfurnished,1184,10,1,1.654053349,7263569,22500000,Kailash Colony
2,2,Unfurnished,4599,24,1,1.34782789,6317621,16500000,Kailash Colony
4,3,Unfurnished,10060,7,1,1.338269088,13533662,45000000,Kailash Colony
3,3,Unfurnished,1250,17,1,0.821418435,9303429,30000000,Kalkaji
2,2,Unfurnished,503,16,1,0.832954012,3436444,8700000,Kalkaji
1,1,Unfurnished,548,19,1,0.829088872,1122153,3000000,Kalkaji
3,3,Furnished,699,8,1,0.68591033,20191352,40000000,Kalkaji
3,2,Semi-Furnished,729,10,1,0.819059122,1795743,5000000,Kalkaji
2,2,Semi-Furnished,500,11,1,0.819902764,1375005,3300000,Kalkaji
2,2,Semi-Furnished,700,29,1,0.806403287,1635105,3800000,Kalkaji
3,3,Semi-Furnished,900,17,1,0.833824219,1869474,7000000,Kalkaji
3,3,Semi-Furnished,1260,27,2,0.817386121,7235825,16500000,Kalkaji
3,2,Semi-Furnished,950,7,1,0.833800066,2484392,8000000,Kalkaji
1,1,Unfurnished,500,26,1,0.928711388,2895028,5600000,Kalkaji
2,2,Furnished,1800,9,1,0.834170607,6358920,21000000,Kalkaji
3,3,Semi-Furnished,1300,21,2,0.82915781,7831265,21000000,Kalkaji
3,3,Semi-Furnished,1000,28,2,0.490120997,2460592,8600000,Kalkaji
3,2,Semi-Furnished,900,2,2,0.833353477,3474291,6600000,Kalkaji
3,3,Semi-Furnished,1800,10,2,0.821910972,5544034,14000000,Kalkaji
2,2,Unfurnished,720,27,2,0.611367121,1976673,4700000,Kalkaji
3,3,Unfurnished,1485,18,1,0.693567491,8438949,30000000,Kalkaji
3,3,Semi-Furnished,1600,3,2,0.714530446,11994252,26000000,Kalkaji
2,2,Furnished,1200,26,2,0.612667113,5900581,18500000,Kalkaji
2,2,Semi-Furnished,900,9,2,0.675501798,3252322,6500000,Kalkaji
2,2,Unfurnished,900,2,2,0.664632432,4765409,15000000,Kalkaji
2,2,Semi-Furnished,800,21,1,0.680944379,2511073,8000000,Kalkaji
2,3,Semi-Furnished,1150,29,2,0.509860702,4399340,16100000,Kalkaji
3,3,Semi-Furnished,900,12,1,0.40285883,2638809,6800000,Kalkaji
3,2,Furnished,1070,17,1,0.837793132,2805115,6800000,Kalkaji
2,2,Unfurnished,1050,21,1,0.669213034,2528439,9000000,Kalkaji
2,2,Semi-Furnished,1000,11,1,0.762492319,8425031,18000000,Kalkaji
3,3,Unfurnished,1550,23,2,0.860933085,10535526,27500000,Kalkaji
3,2,Unfurnished,1300,26,1,0.860933085,5425022,13500000,Kalkaji
2,2,Semi-Furnished,810,4,1,0.798260275,5317311,14000000,Kalkaji
2,2,Furnished,900,5,1,0.623530611,3323370,9000000,Kalkaji
2,2,Unfurnished,1200,19,1,0.860933085,6578335,16000000,Kalkaji
2,3,Semi-Furnished,1000,26,1,0.860933085,3349936,11000000,Kalkaji
2,2,Unfurnished,720,4,1,0.623530611,1713662,5500000,Kalkaji
3,2,Semi-Furnished,1350,13,1,0.973293654,8588935,17500000,Kalkaji
3,3,Semi-Furnished,1800,2,1,0.860933085,13338701,26000000,Kalkaji
3,4,Semi-Furnished,1600,8,2,0.973293654,18463334,51000000,Kalkaji
3,3,Semi-Furnished,1400,6,1,0.623530611,13064551,39000000,Kalkaji
3,3,Semi-Furnished,500,22,1,0.853706565,7800919,18000000,Kalkaji
3,3,Semi-Furnished,1700,24,1,0.650653212,9655482,26000000,Kalkaji
5,2,Semi-Furnished,900,18,1,0.570725863,5000700,18500000,Kalkaji
3,2,Unfurnished,1300,24,1,0.429574403,3962142,13000000,Kalkaji
2,2,Furnished,1200,17,1,0.549538393,5428290,12000000,Kalkaji
3,3,Semi-Furnished,1450,6,2,0.958448184,9402352,21500000,Kalkaji
3,3,Unfurnished,1900,6,1,1.11453903,6092073,22500000,Kalkaji
4,4,Semi-Furnished,2700,28,1,0.90065117,8375413,26000000,Kalkaji
2,2,Semi-Furnished,900,24,3,0.735194938,3569839,11000000,Kalkaji
3,3,Unfurnished,1800,1,1,0.675783536,7933275,18000000,Kalkaji
3,4,Furnished,2000,3,1,0.389336089,7392327,27500000,Kalkaji
2,2,Unfurnished,1680,7,1,0.362990087,9459468,32500000,Karampura
2,2,Furnished,1732,24,1,0.844768631,17793243,37500000,Karampura
2,3,Semi-Furnished,1750,13,2,0.704687795,9320493,30000000,Karampura
3,3,Furnished,2300,10,2,0.691017833,21043834,48300000,Karampura
2,2,Semi-Furnished,1755,8,2,0.533071572,11424163,35000000,Karampura
2,2,Unfurnished,600,8,1,0.612115877,1565083,5400000,Karampura
3,2,Unfurnished,1000,21,1,0.645804075,2621759,8000000,Karampura
3,3,Furnished,1135,15,2,0.365196729,11350423,25000000,Karol Bagh
3,3,Furnished,1135,3,2,0.81361763,12229777,25000000,Karol Bagh
3,3,Semi-Furnished,1775,27,1,0.272435426,12303113,25500000,Karol Bagh
3,3,Furnished,1135,21,2,0.55197947,9207994,25000000,Karol Bagh
2,2,Semi-Furnished,1252,18,1,0.761524668,8135074,18500000,Karol Bagh
4,4,Semi-Furnished,2000,26,1,0.729184004,12610824,39700000,Karol Bagh
4,1,Semi-Furnished,530,10,1,0.230701642,2318081,6800000,Karol Bagh
3,2,Semi-Furnished,1332,22,1,0.112084661,3269373,6540000,Karol Bagh
3,3,Semi-Furnished,1017,24,1,0.968719294,5874955,22000000,Karol Bagh
3,3,Semi-Furnished,1775,8,1,0.112084661,7297011,25500000,Karol Bagh
2,2,Semi-Furnished,987,18,1,0.564333247,5413106,17000000,Karol Bagh
3,3,Semi-Furnished,1912,27,1,0.623530611,7441780,27500000,Karol Bagh
5,4,Unfurnished,5236,20,3,0.414982582,22953508,73700000,Karol Bagh
4,4,Unfurnished,2805,13,2,0.860933085,21825570,52300000,Karol Bagh
3,3,Unfurnished,1500,10,2,0.860933085,5995361,16000000,Karol Bagh
3,3,Furnished,1280,15,2,0.860933085,7484075,15000000,Karol Bagh
3,3,Semi-Furnished,1775,2,1,0.860933085,12217228,25500000,Karol Bagh
2,2,Semi-Furnished,675,25,1,0.162774647,3537243,10000000,Karol Bagh
2,2,Unfurnished,576,11,1,0.860933085,1660020,5000000,Karol Bagh
3,3,Semi-Furnished,1206,1,1,0.860933085,7274177,20000000,Karol Bagh
2,2,Unfurnished,1143,22,1,0.860933085,6707632,16000000,Karol Bagh
1,1,Semi-Furnished,500,26,1,0.935190856,1838549,5500000,Karol Bagh
2,1,Semi-Furnished,720,13,1,0.860933085,2997060,7000000,Karol Bagh
2,2,Unfurnished,500,16,1,0.626928851,1523327,4100000,Karol Bagh
3,3,Semi-Furnished,1600,15,1,0.665139717,9819463,24000000,Karol Bagh
2,2,Furnished,950,1,1,0.763738067,4732322,12500000,Karol Bagh
2,1,Furnished,535,11,1,0.536635633,1330842,3900000,Karol Bagh
3,2,Semi-Furnished,1200,10,1,0.830220826,7447827,14500000,Karol Bagh
3,2,Semi-Furnished,1501,16,1,0.734761633,9298290,20000000,Karol Bagh
3,3,Furnished,1135,21,2,0.78692517,7363523,24500000,Karol Bagh
3,2,Semi-Furnished,1200,22,1,0.804051754,10294459,20900000,Karol Bagh
3,3,Semi-Furnished,2200,9,1,0.829402312,16899963,43100000,Karol Bagh
3,2,Semi-Furnished,892,15,1,0.744076116,14483588,29000000,Karol Bagh
5,1,Semi-Furnished,550,9,1,1.395434922,2704481,5700000,Karol Bagh
2,2,Unfurnished,900,10,1,1.388083189,8265596,22000000,Karol Bagh
4,4,Semi-Furnished,1650,10,1,1.451062745,4447396,16500000,Karol Bagh
3,3,Unfurnished,1080,13,1,1.237664648,3344435,10000000,Karol Bagh
3,3,Unfurnished,1170,16,1,1.292706898,4673591,11500000,Karol Bagh
3,3,Furnished,1450,22,1,1.312212955,7320384,17000000,Karol Bagh
3,3,Unfurnished,1240,3,1,1.62117862,5968785,18000000,Kirti Nagar
4,4,Semi-Furnished,3002,12,2,1.621832227,15017618,50000000,Kirti Nagar
3,2,Unfurnished,1350,18,1,1.947480791,8948760,18500000,Kirti Nagar
4,4,Semi-Furnished,2300,7,3,1.961316825,24325078,46500000,Kirti Nagar
3,3,Unfurnished,1429,2,2,2.136766884,7038433,17500000,Kirti Nagar
4,4,Semi-Furnished,2430,29,2,1.962989612,13127114,42500000,Kirti Nagar
3,3,Semi-Furnished,1450,25,2,1.53279621,5198706,15500000,Kirti Nagar
2,2,Furnished,1250,15,2,1.949819,4026959,15000000,Kirti Nagar
4,4,Unfurnished,2800,21,2,1.952323579,20185584,40000000,Kirti Nagar
3,3,Unfurnished,1646,19,1,1.886018089,5893139,20000000,Kirti Nagar
2,2,Semi-Furnished,900,3,1,1.89481099,2784485,6700000,Kirti Nagar
3,2,Semi-Furnished,1250,9,1,1.914143986,5373779,16000000,Kirti Nagar
3,2,Unfurnished,900,2,1,1.849016547,3277648,8000000,Kirti Nagar
3,2,Unfurnished,1590,14,2,1.868450345,10883516,25000000,Kirti Nagar
3,2,Unfurnished,990,25,2,1.853401529,12058725,25000000,Kirti Nagar
4,4,Unfurnished,2282,3,2,1.331440671,11926193,37500000,Kirti Nagar
3,3,Semi-Furnished,1260,20,1,1.97266744,6662864,25000000,Kirti Nagar
3,3,Unfurnished,1457,4,1,0.237439024,6893125,23000000,Kirti Nagar
3,2,Semi-Furnished,1400,10,2,0.484735799,8765314,17500000,Kirti Nagar
4,4,Unfurnished,2175,27,1,0.479531835,21735437,44000000,Kirti Nagar
3,3,Semi-Furnished,1450,20,2,0.487334729,6316552,15000000,Kirti Nagar
4,4,Semi-Furnished,2800,2,2,0.405859233,17931671,42500000,Kirti Nagar
2,2,Furnished,861,4,2,0.952973809,2194650,5000000,Kirti Nagar
4,4,Unfurnished,2282,29,2,0.704141274,11774169,38000000,Kirti Nagar
3,3,Unfurnished,1753,3,1,0.673754024,9588719,19000000,Kirti Nagar
4,4,Unfurnished,2659,18,3,1.006558048,16269455,43500000,Kirti Nagar
3,2,Unfurnished,1550,17,3,0.405569633,7110037,19500000,Kirti Nagar
3,2,Semi-Furnished,1470,28,2,0.899419586,5685834,14200000,Kirti Nagar
3,2,Semi-Furnished,702,12,2,0.677532946,3919155,14200000,Kirti Nagar
2,2,Semi-Furnished,1138,22,2,0.814372756,4150586,13500000,Kirti Nagar
2,2,Semi-Furnished,850,19,1,0.405569633,5727166,12500000,Lajpat Nagar
2,2,Unfurnished,900,28,1,0.405569633,4281644,15000000,Lajpat Nagar
3,3,Semi-Furnished,1400,6,1,3.048593197,21130819,50000000,Lajpat Nagar
3,3,Semi-Furnished,1800,17,1,0.405569633,9520520,29000000,Lajpat Nagar
3,3,Semi-Furnished,500,27,1,0.405569633,10071611,27500000,Lajpat Nagar
2,2,Semi-Furnished,900,9,1,0.973293654,4076641,12000000,Lajpat Nagar
2,2,Semi-Furnished,700,24,2,0.715327523,5718030,16000000,Lajpat Nagar
3,3,Semi-Furnished,1700,21,1,0.223209269,17220377,38000000,Lajpat Nagar
5,2,Unfurnished,900,26,1,0.715327523,4616215,13500000,Lajpat Nagar
2,2,Unfurnished,500,4,1,1.006558048,3468605,8400000,Lajpat Nagar
2,2,Semi-Furnished,1100,19,1,1.006558048,5058434,13000000,Lajpat Nagar
2,2,Unfurnished,900,11,1,1.006558048,3727846,8500000,Lajpat Nagar
2,2,Semi-Furnished,1000,5,1,0.274929512,4901559,9600000,Lajpat Nagar
2,2,Semi-Furnished,1000,9,1,0.366118277,4567335,10000000,Lajpat Nagar
2,2,Semi-Furnished,1000,6,1,0.814372756,2882498,9000000,Lajpat Nagar
2,2,Furnished,1250,14,2,1.006558048,3262035,12000000,Lajpat Nagar
2,2,Semi-Furnished,850,18,1,0.262804378,4159410,12500000,Lajpat Nagar
2,2,Semi-Furnished,900,21,1,0.725172187,5256098,12500000,Lajpat Nagar
3,3,Unfurnished,1650,11,1,0.275438978,7622245,27500000,Lajpat Nagar
2,2,Semi-Furnished,900,7,1,0.725172187,2682368,6800000,Lajpat Nagar
3,3,Unfurnished,1800,13,1,0.80212831,10523829,25000000,Lajpat Nagar
3,3,Unfurnished,1800,24,1,0.721361992,10375973,29500000,Lajpat Nagar
1,1,Unfurnished,1500,11,1,0.721361992,6302348,13500000,Lajpat Nagar
2,2,Unfurnished,800,25,1,0.37015189,4375753,15000000,Lajpat Nagar
2,2,Unfurnished,900,25,1,0.950139388,2975945,10500000,Lajpat Nagar
3,2,Semi-Furnished,1080,21,1,1.012888679,10250505,22500000,Lajpat Nagar
2,2,Unfurnished,750,17,1,0.857579117,5361599,13600000,Lajpat Nagar
3,3,Semi-Furnished,1450,15,2,0.996537021,13352691,30000000,Lajpat Nagar
2,2,Semi-Furnished,900,16,1,0.172180778,5106284,13500000,Lajpat Nagar
2,2,Semi-Furnished,810,15,1,0.482342875,2927571,8910000,Lajpat Nagar
3,4,Unfurnished,1350,20,1,0.571607353,11988607,25000000,Lajpat Nagar
3,3,Semi-Furnished,1710,28,3,0.482342875,12333220,26000000,Lajpat Nagar
3,3,Semi-Furnished,1650,1,1,0.814372756,13402468,30000000,Lajpat Nagar
2,2,Furnished,1280,17,1,0.494116553,4191971,12500000,Lajpat Nagar
3,3,Semi-Furnished,1260,22,1,0.488563414,8803411,21000000,Lajpat Nagar
2,2,Unfurnished,1130,12,1,0.480375903,2798439,7800000,Lajpat Nagar
2,2,Semi-Furnished,600,12,1,1.006558048,3309221,11500000,Lajpat Nagar
2,2,Semi-Furnished,850,6,1,1.257985883,5812494,11500000,Lajpat Nagar
3,3,Semi-Furnished,1500,7,2,0.967793985,7791770,26000000,Lajpat Nagar
2,2,Semi-Furnished,900,6,2,0.450356764,6683476,13000000,Lajpat Nagar
3,3,Semi-Furnished,1000,11,1,0.450356764,8386182,22000000,Lajpat Nagar
2,2,Semi-Furnished,900,10,1,1.253041417,4936234,15800000,Lajpat Nagar
4,4,Unfurnished,2925,24,2,1.477948254,23372002,57500000,Lajpat Nagar
2,2,Unfurnished,900,8,2,0.298627657,4937383,10000000,Lajpat Nagar
3,3,Unfurnished,1600,20,2,0.844768631,13699260,30000000,Lajpat Nagar
3,3,Unfurnished,1143,14,2,0.553518754,10477241,22000000,Lajpat Nagar
3,3,Semi-Furnished,1150,23,2,0.213980028,10494760,24000000,Lajpat Nagar
3,3,Semi-Furnished,1500,19,1,0.532314072,14052496,31500000,Lajpat Nagar
2,2,Semi-Furnished,850,18,1,0.570725863,7117169,14600000,Lajpat Nagar
4,4,Semi-Furnished,8000,19,1,0.942098088,79063765,240000000,Lajpat Nagar
2,2,Semi-Furnished,890,5,1,0.467253428,3258879,8300000,Lajpat Nagar
3,3,Unfurnished,1100,24,1,0.577490112,7243430,22500000,Lajpat Nagar
1,1,Semi-Furnished,900,21,1,0.694841508,4663429,8900000,Lajpat Nagar
3,3,Semi-Furnished,1450,13,2,0.467253428,19218185,37500000,Lajpat Nagar
3,3,Semi-Furnished,1450,18,2,1.479104218,8220282,30000000,Lajpat Nagar
3,3,Semi-Furnished,1260,3,2,0.464577661,9441951,21000000,Lajpat Nagar
4,4,Unfurnished,2925,13,2,0.198300369,29182748,57500000,Lajpat Nagar
3,3,Semi-Furnished,1710,16,1,1.327172882,9336552,30000000,Lajpat Nagar
3,3,Unfurnished,1600,2,1,0.578887612,12400058,30000000,Lajpat Nagar
3,3,Semi-Furnished,1500,19,1,0.796620022,15906024,31500000,Lajpat Nagar
3,3,Unfurnished,2200,25,1,1.86547948,8176937,30000000,Lajpat Nagar
3,3,Unfurnished,1350,28,1,0.307113743,18569879,41500000,Lajpat Nagar
3,3,Semi-Furnished,1710,10,1,0.270176166,8481645,24800000,Lajpat Nagar
3,3,Semi-Furnished,1350,14,2,1.920421916,17755550,35000000,Lajpat Nagar
3,3,Semi-Furnished,1500,1,1,0.482342875,20784091,40000000,Lajpat Nagar
4,4,Unfurnished,2880,3,1,0.794715562,23576819,46000000,Lajpat Nagar
4,4,Semi-Furnished,2700,12,2,0.794715562,21374446,55000000,Lajpat Nagar
3,3,Unfurnished,1400,21,1,1.006558048,12026169,24500000,Lajpat Nagar
3,3,Unfurnished,1800,16,1,0.482342875,11913187,24500000,Lajpat Nagar
3,3,Semi-Furnished,1400,18,1,2.031767466,11301415,32500000,Lajpat Nagar
2,2,Furnished,1000,24,1,1.327975539,9642623,20000000,Lajpat Nagar
4,4,Semi-Furnished,8000,14,1,1.549183247,65609207,240000000,Lajpat Nagar
2,2,Furnished,1000,9,1,1.822611558,8416042,20000000,Lajpat Nagar
3,3,Furnished,1700,29,2,1.795965825,6160747,19000000,Lajpat Nagar
3,3,Unfurnished,1600,15,2,1.331440671,7680380,26000000,Lajpat Nagar
3,3,Unfurnished,1350,8,1,0.866962825,5961941,21000000,Lajpat Nagar
3,3,Semi-Furnished,1700,1,1,1.344492017,12297138,27500000,Lajpat Nagar
3,3,Semi-Furnished,1400,27,2,0.549615916,11479401,32500000,Lajpat Nagar
3,3,Semi-Furnished,1450,2,1,0.396725475,20460417,45000000,Lajpat Nagar
3,3,Semi-Furnished,1350,22,1,0.809012809,5897742,21000000,Lajpat Nagar
